lambda,mu,avg_waiting_time,avg_response_time,utilization,std_waiting_time,std_response_time
0.1,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.15000000000000002,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.20000000000000004,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.25000000000000006,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.30000000000000004,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.3500000000000001,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.40000000000000013,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.45000000000000007,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.5000000000000001,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.5500000000000002,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.6000000000000002,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.6500000000000001,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.7000000000000002,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.7500000000000002,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.8000000000000002,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.8500000000000002,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
0.9000000000000002,1.0,160.01294631514602,161.01285566067685,0.3832585293469469,78.86009554662391,78.86203721178201
